service_id,provider,service_name,context,category,free_tier,free_tier_type,free_tier_description
gcp-kubernetes-engine,GCP,Google Kubernetes Engine,Managed environment for running containerized apps.,"Containers, Hybrid + Multicloud, Industry",Yes,3 Months,"No cluster management fee for one Autopilot or Zonal cluster per Cloud Billing account. For clusters created in Autopilot mode, pods are billed per second for vCPU, memory and disk resource requests. For clusters created in Standard mode, each user node is charged at standard Compute Engine pricing. No fee for GKE Enterprise pay-as-you-go SKUs for 90 days, for a one-time trial period on any project linked to your Cloud Billing account."
gcp-config-connector,GCP,Config Connector,Kubernetes add-on for managing Google Cloud Resources.,Containers,No,No free tier type,No free tier available
gcp-service-mesh,GCP,Cloud Service Mesh,Managed service mesh for complex microservices architectures.,"Containers, Hybrid + Multicloud, Developer Tools",No,No free tier type,No free tier available
gcp-migrate-to-containers,GCP,Migrate to Containers,Components for migrating VMs into system containers on GKE.,"Containers, Hybrid + Multicloud",No,No free tier type,No free tier available
gcp-deep-learning-containers,GCP,GCP Deep Learning Containers,Preconfigured and optimizeed containers for deep learning environments.,"Containers, App Development",No,No free tier type,No free tier available
gcp-cloud-composer,GCP,Cloud Composer,Workflow orchestration service built on Apache Airflow.,Hybrid + Multicloud,No,No free tier type,No free tier available
gcp-google-distributed-cloud,GCP,Google Distributed Cloud,Fully managed hardware and software solutions for the edge and data centers.,"Hybrid + Multicloud, Industry",No,No free tier type,No free tier available
gcp-cloud-asset-inventory,GCP,Cloud Asset Inventory,"View, monitor, and analyze Google Cloud and Anthos assets across projects and services.",Hybrid + Multicloud,No,No free tier type,No free tier available
gcp-metal-solution,GCP,Bare Metal Solution,Fully managed infrastructure to support your oracle workloads.,"Hybrid + Multicloud, Databases",No,No free tier type,No free tier available
gcp-service-directory,GCP,Service Directory,"Platform for discovering, publishing, and connecting services.","Hybrid + Multicloud, Management Tools",No,No free tier type,No free tier available
gcp-recaptcha,GCP,reCAPTCHA,"Help protect your website from fraudulent activity, spam and abuse.",Security,Yes,3 Months,"10,000 assessments.create or siteverify calls per month for SKU ID F553-86ED-15F4, and 1 million assessments.create or siteverify calls per month for SKU IDs A1ED-4B1C-A692 and 922B-4FA3-9210."
gcp-security-operations,GCP,Google Security Operations,"Cloud-native threat detection investigation, and response (TDIR) Platform.",Security,No,No free tier type,No free tier available
gcp-access-transparency,GCP,Access Transparency,"Access Transparency captures near real-time logs of manual, targeted accesses by Google administrators, and serves them to customers via their Cloud Logging account.",Security,No,No free tier type,No free tier available
gcp-assured-workloads,GCP,Assured Workloads,"Assured Workloads provides functionality to create security controls that are enforced on your cloud environment. These security controls can assist with your compliance requirements (for example, FedRAMP Moderate).",Security,No,No free tier type,No free tier available
gcp-audit-manager,GCP,Audit Manager,Audit Manager provides customers with a shared responsibility matrix for selective compliance standards which Audit Manager supports through Google Cloud Platform.It enables customers to perform compliance assessments against their workloads and generate evidence to support compliance audits.,Security,No,No free tier type,No free tier available
gcp-binary-authorization,GCP,Binary Authorization,Binary Authorization helps customers ensure that only signed and explicitly-authorized workload artifacts are deployed to their production environments. It offers tools for customers to formalize and codify secure supply chain policies for their organizations.,"Security, Containers",No,No free tier type,No free tier available
gcp-certificate-authority-service,GCP,Certificate Authority Service,"Certificate Authority Service is a cloud-hosted certificate issuance service that lets customers issue and manage certificates for their cloud or on-premises workloads. Certificate Authority Service can be used to create certificate authorities using Cloud KMS keys to issue, revoke, and renew subordinate and end-entity certificates.",Security,No,No free tier type,No free tier available
gcp-certificate-manager,GCP,Certificate Manager,"Certificate Manager provides a central place for customers to control where certificates are used and how to obtain certificates, and to see the state of the certificates.",Security,No,No free tier type,No free tier available
gcp-titan-security-key,GCP,Titan Security Key,Two-factor authentication device for user account protection.,Security,No,No free tier type,No free tier available
gcp-cloud-external-key-manager,GCP,Cloud External Key Manager (Cloud EKM),Cloud EKM lets you encrypt data in Google Cloud Platform with encryption keys that are stored and managed in a third-party key management system deployed outside Google's infrastructure.,Security,No,No free tier type,No free tier available
gcp-cloud-hsm,GCP,Cloud HSM,"Cloud HSM (Hardware Security Module) is a cloud-hosted key management service that lets you protect encryption keys and perform cryptographic operations within a managed HSM service. You can generate, use, rotate, and destroy various symmetric and asymmetric keys.",Security,No,No free tier type,No free tier available
gcp-cloud-key-management-service,GCP,Cloud Key Management Service,"Cloud Key Management is a cloud-hosted key management service that lets you manage cryptographic keys for your cloud services the same way you do on premises. You can generate, use, rotate, and destroy AES256, RSA 2048, RSA 3072, RSA 4096, EC P256, and EC P384 cryptographic keys.",Security,Yes,3 Months,"100 free active key versions per month and 10,000 free cryptographic operations per month. The monthly free usage only applies to key versions created using Cloud KMS Autokey."
gcp-key-access-justifications-kaj,GCP,Key Access Justifications (KAJ),KAJ provides a justification for every request sent through Cloud EKM for an encryption key that permits data to change state from at-rest to in-use.,Security,No,No free tier type,No free tier available
gcp-secret-manager,GCP,Secret Manager,"Store API keys, passwords, certificates, and other sensitive data.",Security,Yes,3 Months,"6 active secret versions per month, 10,000 access operations per month, and 3 secret rotation notifications per month."
gcp-iam,GCP,Cloud IAM,Permissions management system for Google Cloud resources.,Security,No,No free tier type,No free tier available
gcp-identity,GCP,Cloud Identity,Unified platform for IT admins to manage user device and apps.,Security,No,No free tier type,No free tier available
gcp-threat-intelligence,GCP,Google Threat Intelligence,Access the latest intel from the frontlines.,Security,No,No free tier type,No free tier available
gcp-command-center,GCP,Security Command Center,Platform for defending against threats to your Google Cloud assets.,Security,No,No free tier type,No free tier available
gcp-armor,GCP,Cloud Armor,Security policies and defense against web and DDoS attacks.,Security,No,No free tier type,No free tier available
gcp-platform,GCP,Identity Platform,Add Google-grade identity and access management to your apps.,Security,No,No free tier type,No free tier available
gcp-aware-proxy,GCP,Identity-Aware Proxy,Use identity and context to guard access to your applications and VMs.,Security,No,No free tier type,No free tier available
gcp-money-laundering-ai,GCP,Anti Money Laundering AI,Detect suspicious potential money laundering activity with AI.,Security,No,No free tier type,No free tier available
gcp-firewall,GCP,Cloud Firewall,Global and flexible firewalls to protect your cloud resources.,Security,No,No free tier type,No free tier available
gcp-computing,GCP,Confidential Computing,Encrypt data in use with confidential VMs.,Security,No,No free tier type,No free tier available
gcp-consulting-services,GCP,Mandiant Consulting Services,Mitigate cyber threats and reduce business risk with the help of frontline experts.,Security,No,No free tier type,No free tier available
gcp-security-validation,GCP,Mandiant Security Validation,Know your security can be effective against today's adversaries.,Security,No,No free tier type,No free tier available
gcp-total,GCP,Virus Total,Unique visibility into threats.,Security,No,No free tier type,No free tier available
gcp-attack-surface-management,GCP,Mandiant Attack Surface Management,"Internet asset discovery, monitoring, and management.",Security,No,No free tier type,No free tier available
gcp-service-controls,GCP,VPC Service Controls,Protect sensitive data in Google Cloud services using security perimeters.,Security,No,No free tier type,No free tier available
gcp-ids,GCP,Cloud IDS,Cloud-native network threat detection with industry-leading security.,Security,No,No free tier type,No free tier available
gcp-open-source-software,GCP,Assured Open Source Software,Incorporate the same OSS packages that Google uses into your own developer workflows.,Security,No,No free tier type,No free tier available
gcp-service-for-microsoft-active,GCP,Managed Service for Microsoft Active Directory,Hardened service running Microsoft Active Directory (AD).,Security,No,No free tier type,No free tier available
gcp-managed-detection-and,GCP,Mandiant Managed Detection and Response,Help find and eliminate threats with confidence 24/7.,Security,No,No free tier type,No free tier available
gcp-academy,GCP,Mandiant Academy,"Cybersecurity training, incident response and threat intelligence certifications, and hands-on cyber range.",Security,No,No free tier type,No free tier available
gcp-digital-threat-monitoring,GCP,Mandiant Digital Threat Monitoring,"Visibility into deep, dark, and open web.",Security,No,No free tier type,No free tier available
gcp-incident-response-services,GCP,Mandiant Incident Response Services,Help tackle breaches rapidly and confidently.,Security,No,No free tier type,No free tier available
gcp-intelligence,GCP,Policy Intelligence,Smart access control for your Google Cloud resources.,"Security, Developer Tools",No,No free tier type,No free tier available
gcp-risk,GCP,Web Risk,Detect malicious URLs on your website and in client applications.,Security,Yes,3 Months,"100,000 uris.search calls per month and 100 uris.submit calls per month. This Free Tier usage is also available if you have a negotiated pricing contract for Web Risk."
gcp-context-manager,GCP,Access Context Manager,Manager for configuring access levels based on policy and request attributes.,Security,No,No free tier type,No free tier available
gcp-backup-for-gke,GCP,Backup for GKE,Backup for GKE enables data protection for workloads running in Google Kubernetes Engine clusters.,Storage,No,No free tier type,No free tier available
gcp-cloud-storage,GCP,Cloud Storage,Cloud Storage is a RESTful service for storing and accessing your data on Google's infrastructure. The service combines the performance and scalability of Google's cloud with advanced security and sharing capabilities.,Storage,Yes,3 Months,"5 GB-months of regional storage (US regions only) per month, 5,000 Class A Operations per month, and 50,000 Class B Operations per month, also 100 GB of outbound data transfer from North America to all region destinations (excluding China and Australia) per month. Free Tier is only available in us-east1, us-west1, and us-central1 regions."
gcp-persistent-disk,GCP,Persistent Disk,Persistent Disk is a durable and high performance block storage service for Google Cloud Platform. Persistent Disk provides SSD and HDD storage that can be attached to instances running in either Compute Engine or Google Kubernetes Engine.,Storage,No,No free tier type,No free tier available
gcp-cloud-filestore,GCP,Filestore,"Filestore is a scalable and highly available shared file service fully-managed by Google. Cloud Filestore provides persistent storage ideal for shared workloads. It is best suited for enterprise applications requiring persistent, durable, shared storage which is accessed by NFS or requires a POSIX compliant file system.",Storage,No,No free tier type,No free tier available
gcp-netapp-volumes,GCP,NetApp Volumes,"NetApp Volumes is a fully-managed file service powered by NetApp, based on ONTAP, that enables high-performance storage with SMB, NFS, and Multi-protocol file support for file sharing, business applications, and enterprise workloads.",Storage,No,No free tier type,No free tier available
gcp-storage-transfer-service,GCP,Storage Transfer Service,Data transfers from online and on-premises sources to Cloud Storage.,Storage,No,No free tier type,No free tier available
gcp-backup-and-dr,GCP,Google Cloud Backup and DR,Managed backup and disaster recovery for application-consistent data protection.,Storage,No,No free tier type,No free tier available
gcp-storage-for-firebase,GCP,Cloud Storage for Firebase,Object storage for storing and serving user-generated content.,Storage,No,No free tier type,No free tier available
gcp-transfer-appliance,GCP,Transfer Appliance,Storage server for moving large volumes of data to Google Cloud.,Storage,No,No free tier type,No free tier available
gcp-parallelstore,GCP,Parallelstore,"High performance, managed parallel file service.",Storage,No,No free tier type,No free tier available
gcp-local-ssd,GCP,Local SSD,Block storage that is locally attached for high-performance needs.,Storage,No,No free tier type,No free tier available
gcp-memorystore,GCP,Memorystore,"Memorystore, which includes Memorystore for Redis and Memorystore for Memcached, provides a fully-managed in-memory data store service that allows customers to deploy distributed caches that provide sub-millisecond data access.",Databases,No,No free tier type,No free tier available
gcp-database-migration-service,GCP,Database Migration Service,"Serverless, minimal downtime migrations to the cloud.",Databases,No,No free tier type,No free tier available
gcp-mongodb-inc,GCP,MongoDB Inc,"Get started for free with Atlas, the best way to run MongoDB on Google Cloud.","Databases, Analytics",No,No free tier type,No free tier available
gcp-elastic,GCP,Elastic,"Address your search observability, and security challenges with Elastic's GenAI, vector database.","Databases, Analytics",No,No free tier type,No free tier available
gcp-alloydb,GCP,AlloyDB,"AlloyDB is a fully-managed, PostgreSQL-compatible database for demanding transactional and analytical workloads. It is designed to provide enterprise-grade performance and availability while maintaining compatibility with open-source PostgreSQL.",Databases,No,No free tier type,No free tier available
gcp-cloud-bigtable,GCP,Bigtable,"Bigtable is a fast, fully-managed, highly-scalable NoSQL database service. It is designed for the collection and retention of data from 1TB to hundreds of PB.",Databases,No,No free tier type,No free tier available
gcp-datastore,GCP,Datastore,"Datastore is a fully-managed, schemaless, non-relational datastore. It provides a rich set of query capabilities, supports atomic transactions, and automatically scales up and down in response to load. It can scale to support an application with 1,000 users or 10 million users with no code changes.",Databases,No,No free tier type,No free tier available
gcp-firestore,GCP,Firestore,"Firestore is a NoSQL document database for storing, syncing, and querying data for mobile and web apps. Its client libraries provide live synchronization and offline support, while its security features and integrations with Firebase and Google Cloud Platform accelerate building serverless apps.",Databases,Yes,3 Months,"1 GB storage per project and 50,000 reads, 20,000 writes, 20,000 deletes per day, per project."
gcp-cloud-spanner,GCP,Spanner,"Spanner is a fully-managed, mission-critical relational database service. It is designed to provide a scalable online transaction processing (OLTP) database with high availability and strong consistency at global scale.",Databases,No,No free tier type,No free tier available
gcp-cloud-sql,GCP,Cloud SQL,"Cloud SQL is a web service that allows you to create, configure, and use relational databases that live in Google's cloud. It is a fully-managed service that maintains, manages, and administers your databases, allowing you to focus on your applications and services.",Databases,No,No free tier type,No free tier available
gcp-bigquery,GCP,BigQuery,Data warehouse for business agility and insights.,"Analytics, Business Intelligence",Yes,3 Months,1 TB of querying per month and 10 GB of storage
gcp-looker,GCP,Looker,"Platform for BI, data applications, and embedded analytics.","Analytics, Business Intelligence",No,No free tier type,No free tier available
gcp-dataflow,GCP,Dataflow,Streaming analytics for stream and batch processing.,Analytics,No,No free tier type,No free tier available
gcp-sub,GCP,Pub/Sub,Messaging service for event ingestion and delivery.,"Analytics, Integration",Yes,3 Months,10 GB of messages per month
gcp-dataproc,GCP,Dataproc,Service for running Apache Spark and Apache Hadoop clusters.,Analytics,No,No free tier type,No free tier available
gcp-dataform,GCP,Dataform,"Build, version control, and deploy SQL workflows in BigQuery.",Analytics,No,No free tier type,No free tier available
gcp-dataplex,GCP,Dataplex,Intelligent data fabric for unified data management across distributed data silos.,Analytics,No,No free tier type,No free tier available
gcp-data-fusion,GCP,Cloud Data Fusion,Data integration for building and managing data pipelines.,"Analytics, Integration",No,No free tier type,No free tier available
gcp-engine,GCP,Earth Engine,Geospatial platform for Earth observation data and analysis.,Analytics,No,No free tier type,No free tier available
gcp-biglake,GCP,BigLake,Storage engine for unifying data warehouses and lakes.,Analytics,No,No free tier type,No free tier available
gcp-marketing-platform,GCP,Google Marketing Platform,Marketing platform unifying advertising and analytics.,Analytics,No,No free tier type,No free tier available
gcp-datastream,GCP,Datastream,Serverless change data capture and replication service.,Analytics,No,No free tier type,No free tier available
gcp-data-fabric,GCP,Telecom Data Fabric,Telecom data management and analytics with an automated approach.,"Analytics, Industry",No,No free tier type,No free tier available
gcp-ai-platform,GCP,Vertex AI Platform,Unified platform for ML models and generative AI.,AI + Machine Learning,No,No free tier type,No free tier available
gcp-agentspace,GCP,Google Agentspace,"Multimodal search agents, information discovery, and business automation for employees.",AI + Machine Learning,No,No free tier type,No free tier available
gcp-ai-agent-builder,GCP,Vertex AI Agent Builder,Generative AI apps for enterprise search and conversational AI.,AI + Machine Learning,No,No free tier type,No free tier available
gcp-ai-studio,GCP,Vertex AI Studio,"Build, tune, and deploy foundation models on Vertex AI.",AI + Machine Learning,No,No free tier type,No free tier available
gcp-ai,GCP,Recommendations AI,Deliver highly personalized product recommendations at scale.,"AI + Machine Learning, Industry",No,No free tier type,No free tier available
gcp-code-assist,GCP,Gemini Code Assist,AI-assisted application development and coding.,"AI + Machine Learning, Developer Tools",No,No free tier type,No free tier available
gcp-ai,GCP,Translation AI,"Language detection, translation, and glossary support.",AI + Machine Learning,No,No free tier type,No free tier available
gcp-agents,GCP,Conversational Agents,Conversational applications and systems development suite for virtual agents.,AI + Machine Learning,No,No free tier type,No free tier available
gcp-center-as-a,GCP,Contact Center as a Service,"Omnichannel contact center service that offers security and privacy, along with unified data.","AI + Machine Learning, Industry",No,No free tier type,No free tier available
gcp-assist,GCP,Agent Assist,AI-powered conversation assistance and recommended responses for human agents.,"AI + Machine Learning, Industry",No,No free tier type,No free tier available
gcp-insights,GCP,Conversational Insights,Contact center interaction data to answer business questions or support decision making.,AI + Machine Learning,No,No free tier type,No free tier available
gcp-automl,GCP,AutoML,Custom machine learning model training and development.,AI + Machine Learning,Yes,3 Months,"for natural language with 5000 units of prediction per month, for tables with 6 node hours for training and prediction, and for translation with 500,000 translated characters per month"
gcp-ai-notebooks,GCP,Vertex AI Notebooks,"A single interface for your data, analytics, and machine learning workflow.",AI + Machine Learning,No,No free tier type,No free tier available
gcp-explainable-ai,GCP,Vertex Explainable AI,Tools and frameworks to understand and interpret your machine learning models.,AI + Machine Learning,No,No free tier type,No free tier available
gcp-to-speech,GCP,Text-to-Speech,Speech synthesis in 220+ voices and 40+ languages.,AI + Machine Learning,No,No free tier type,No free tier available
gcp-to-text,GCP,Speech-to-Text,Speech recognition and transcription supporting 125 languages.,AI + Machine Learning,Yes,3 Months,60 minutes per month
gcp-language-ai,GCP,Natural Language AI,Sentiment analysis and classification of unstructured text.,AI + Machine Learning,Yes,3 Months,"for API can with 5,000 units per month"
gcp-ai-vector-search,GCP,Vertex AI Vector Search,Search from billiions of semantically similar or semantically related items.,AI + Machine Learning,No,No free tier type,No free tier available
gcp-ai,GCP,Vision AI,"Custom and pre-trained models to detect emotion, text, more.","AI + Machine Learning, Industry",Yes,3 Months,1000 unit per month
gcp-ai,GCP,Video AI,Video classification and recognition using machine learning.,AI + Machine Learning,No,No free tier type,No free tier available
gcp-stream-for-xr,GCP,Immersive Stream for XR,"Hosts, renders, and streams 3D and XR experiences.","AI + Machine Learning, App Development, Industry",No,No free tier type,No free tier available
gcp-api,GCP,Transcoder API,Transform video content for use across a variety of user devices.,AI + Machine Learning,No,No free tier type,No free tier available
gcp-ai,GCP,Document AI,"Processors to extract text from documents, classify information, and split documents.",AI + Machine Learning,No,No free tier type,No free tier available
gcp-studio,GCP,Looker Studio,"Interactive data suite for dashboarding, reporting, and analytics.",Business Intelligence,No,No free tier type,No free tier available
gcp-apis,GCP,Cloud APIs,Programmatic interfaces for Google Cloud Services.,Integration,No,No free tier type,No free tier available
gcp-api-management,GCP,Apigee API Management,Manage the full life cycle of APIs anywhere visibility and control.,Integration,No,No free tier type,No free tier available
gcp-workflows,GCP,Workflows,Workflows orchestration for serverless products and API services.,Integration,Yes,3 Months,5000 internal steps per month and 2000 external HTTP calls per month
gcp-api-gateway,GCP,Google API Gateway,"Develop, deploy, secure, and manage APIs with a full managed gateway.",Integration,No,No free tier type,No free tier available
gcp-tasks,GCP,Cloud Tasks,Task management service for asynchronous task execution.,"Integration, Developer Tools",No,No free tier type,No free tier available
gcp-eventarc,GCP,Eventarc,Build an event-driven architecture that can connect any service.,Integration,No,No free tier type,No free tier available
gcp-endpoints,GCP,Cloud Endpoints,Deployment and development management for APIs on Google Cloud.,Integration,No,No free tier type,No free tier available
gcp-stream-api,GCP,Live Stream API,Live encoder that transforms live video content for use across a variety of user devices.,Integration,No,No free tier type,No free tier available
gcp-integration,GCP,Application Integration,Connect to 3rd party apps and enable data consistency without code.,Integration,No,No free tier type,No free tier available
gcp-maps-platform,GCP,Google Maps Platform,Real-time geographical data for creating location experiences and improving business operations.,Developer Tools,No,No free tier type,No free tier available
gcp-run-functions,GCP,Cloud Run Functions,Event-driven compute platform for cloud services and apps.,"Developer Tools, App Development",Yes,3 Months,"2 million invocations per month (includes both background and HTTP invocations), 400,000 GB-seconds, 200,000 GHz-seconds of compute time, and 5 GB of outbound data transfer per month."
gcp-console,GCP,Cloud Console,Web-based interface for managing and monitoring cloud apps.,"Developer Tools, Management Tools",No,No free tier type,No free tier available
gcp-shell,GCP,Cloud Shell,Interactive shell environment with a built-in command line.,Developer Tools,Yes,3 Months,"Free access to Cloud Shell, including 5 GB of persistent disk storage"
gcp-sdk,GCP,Cloud SDK,Command-line tools and libraries for Google Cloud.,Developer Tools,No,No free tier type,No free tier available
gcp-code,GCP,Cloud Code,"IDE Support to write, run, and debug Kubernetes applications.",Developer Tools,No,No free tier type,No free tier available
gcp-on-google-cloud,GCP,Terraform on Google Cloud,Open source tool to provision Google Cloud resources with declarative configuration files.,Developer Tools,No,No free tier type,No free tier available
gcp-scheduler,GCP,Cloud Scheduler,Cron job scheduler for task automation and management.,Developer Tools,No,No free tier type,No free tier available
gcp-worksatations,GCP,Cloud Worksatations,Managed and secure development environments in the cloud.,Developer Tools,No,No free tier type,No free tier available
gcp-functions-for-firebase,GCP,Cloud Functions for Firebase,Write and run app logic server-side without needing to set up your own server.,"Developer Tools, App Development",No,No free tier type,No free tier available
gcp-fondation-toolkit,GCP,Cloud Fondation Toolkit,Reference templates for Deployment Manager and Terraform.,Developer Tools,No,No free tier type,No free tier available
gcp-cloud-assist,GCP,Gemini Cloud Assist,AI-powered assistance for Google Cloud.,Developer Tools,No,No free tier type,No free tier available
gcp-tekton,GCP,Tekton,Kubernetes-native resources for declaring CI/CD pipelines.,Developer Tools,No,No free tier type,No free tier available
gcp-for-powershell,GCP,Tools for PowerShell,Full cloud control from Windows PowerShell.,Developer Tools,No,No free tier type,No free tier available
gcp-service-health,GCP,Personalized Service Health,Gain visibility into disruptive events impacting Google Cloud products.,Developer Tools,No,No free tier type,No free tier available
gcp-catalog,GCP,Service Catalog,Service catalog for admins managing internal enterprise solutions.,Developer Tools,No,No free tier type,No free tier available
gcp-skaffold,GCP,Skaffold,"Open source command line tool for Cloud Code, Cloud Build, and Cloud Deploy.",Developer Tools,No,No free tier type,No free tier available
gcp-appsheet,GCP,AppSheet,No-code development platform to build andn extend applications.,App Development,No,No free tier type,No free tier available
gcp-cloud-messaging,GCP,Firebase Cloud Messaging,Cross-platform messaging solution that lets you reliably send messages at no cost.,App Development,No,No free tier type,No free tier available
gcp-crashlytics,GCP,Firebase Crashlytics,Prioritize and fix stability issues faster.,App Development,No,No free tier type,No free tier available
gcp-test-lab,GCP,Firebase Test Lab,On-demand testing infrastructure for Android apps.,App Development,No,No free tier type,No free tier available
gcp-registry,GCP,Artifact Registry,"Store, manage, and secure container images and language packages.",App Development,Yes,3 Months,0.5 GB storage per month
gcp-authentication,GCP,Firebase Authentication,"End-to-end user identity solution to your app for user identification, sign-in, and onboarding.",App Development,No,No free tier type,No free tier available
gcp-build,GCP,Cloud Build,Solution for running build steps in a Docker container.,App Development,Yes,3 Months,"2,500 build-minutes per month for machine type e2-standard-2"
gcp-firebase,GCP,Firebase,"Cloud-native document database for building rich mobile, web, and IoT apps.",App Development,No,No free tier type,No free tier available
gcp-deploy,GCP,Cloud Deploy,Fully managed continuous delivery to GKE and Cloud Run.,App Development,Yes,3 Months,First active delivery pipeline (per billing account)
gcp-automation,GCP,Appsheet Automation,Build automations and applications on a unified platform.,App Development,No,No free tier type,No free tier available
gcp-for-eclipse,GCP,Tools for Eclipse,Plugin for Google Cloud development inside the Eclipse IDE.,App Development,No,No free tier type,No free tier available
gcp-logging,GCP,Cloud Logging,"Google Cloud audit, platform, and application logs management.",Management Tools,Yes,3 Months,Free monthly logging allotment
gcp-monitoring,GCP,Cloud Monitoring,Infrastructure and application health with rich metrics.,Management Tools,Yes,3 Months,Free monthly metrics allotment
gcp-mobile-app,GCP,Cloud Mobile App,App to manage Google Cloud services from your mobile device.,Management Tools,No,No free tier type,No free tier available
gcp-trace,GCP,Cloud Trace,Tracing system collecting latency data from applications.,Management Tools,No,No free tier type,No free tier available
gcp-footprint,GCP,Carbon Footprint,Dashboard to view and export your Google Cloud carbon emissions report.,Management Tools,No,No free tier type,No free tier available
gcp-reporting,GCP,Error Reporting,Real-time exception monitoring and alerting.,Management Tools,No,No free tier type,No free tier available
gcp-service-for-prometheus,GCP,Managed Service for Prometheus,Fully Managed a monitoring service built on the same globally scalable data store used by google cloud.,Management Tools,No,No free tier type,No free tier available
gcp-profiler,GCP,Cloud Profiler,CPU and heap profiler for analyzing application performance.,Management Tools,No,No free tier type,No free tier available
gcp-datalog,GCP,Datalog,"See inside any stack, any app, at any scale, anywhere.",Management Tools,No,No free tier type,No free tier available
gcp-suite,GCP,Operations Suite,"Integrated monitoring, logging, and trace managed services for applications and systems.",Management Tools,No,No free tier type,No free tier available
gcp-manager,GCP,Resource Manager,"Hierarchically manage resources by project, folder, and organization.",Management Tools,No,No free tier type,No free tier available
gcp-manager,GCP,Infrastructure Manager,Automate deployment and management of Google Cloud Infrastructure resources using Terraform.,Management Tools,No,No free tier type,No free tier available
gcp-click-to-deploy,GCP,Google Click to Deploy,Web publishing platform for building multiple blogs and websites.,Web,No,No free tier type,No free tier available
gcp-workspace,GCP,Google Workspace,"Gmail, Chat, Calender, Drive, Docs, Sheets, Meet and more into a single integrated workspace.","Productivity and collaboration, Industry",No,No free tier type,No free tier available
gcp-enterprise,GCP,Chrome Enterprise,"Google Chrome Enterprise provides the OS, browser, and devices your business needs to cloud-power your workforce.",Productivity and collaboration,No,No free tier type,No free tier available
gcp-workspace-essentials,GCP,Google Workspace Essentials,Secure video meetings and modern collaboration for teams.,Productivity and collaboration,No,No free tier type,No free tier available
gcp-subscriber-insights,GCP,Telecom Subscriber Insights,Ingests data to improve subscriber acquisition and retention.,Industry,No,No free tier type,No free tier available
gcp-cloud-healthcare-data,GCP,Google Cloud Healthcare Data Engine,Solution for bridging existing care systems and apps on Google cloud.,Industry,No,No free tier type,No free tier available
gcp-connect-for-fitbit,GCP,Device Connect for Fitbit,Gain a 360-degree patient view with digital connected Fitbit data on Google Cloud.,Industry,No,No free tier type,No free tier available
